,Datetime,Tweet Id,Text,Username,Location
0,2022-05-30 23:57:31+00:00,1531424597974843392,"Okay I just registered... 

In Turkish:

Blokzinciri.eth (blockchain)
Kriptoparalar.eth (Cryptocurrencies)

In Russian:

Kriptovalyuta.eth (cryptocurrency)
Metakainat.eth (metaverse)

Not even listing these yet.

Bonus: blokzinciri.eth is prepunk!",LilNonfungible,The Simulation
1,2022-05-30 23:50:11+00:00,1531422752695013377,Korporasi di Metaverse: Inovatif? Atau Mempertahankan Monopoli? https://t.co/wpSHvc9Pl5,CaritauInfo,Indonesia
2,2022-05-30 23:42:05+00:00,1531420714359828486,@CiervoCrypto @Lucky_Metaverse By ketut https://t.co/C7wDNIJUEF,jaemyhoops,"Jawa Tengah, Indonesia"
3,2022-05-30 23:24:57+00:00,1531416402460295168,"@Ariko7thHeaven @krlmania @CommuterLine @annepurba Ketika para pejabat ngomong industri 4.0, seminar metaverse, bitcoin dan bala2. Buat keputusan berdasarkan big data aja ga ada. Kan seharusnya bisa d tracking setiap tap in/tap out. Jam dan statiun yg haptic. 😔😔😔",whY_nYo,jakarta
4,2022-05-30 23:04:38+00:00,1531411291184971776,"@detikcom Bisa jadi inspirasi penulisan sekenario film atau minimal FTV. ""Wanda in The Metaverse of Madness""
Settingnya di Metaverse soalnya semua udah serba digital",ari_aditya,"Jakarta, Indonesia"
5,2022-05-30 22:42:27+00:00,1531405705760358403,@cikicut3 @VandalCityCorp @DeGodsNFT @NWCcomm @SolanaMoneyBoys @MagicEden @Metaverse_HQ @sp00n1cus Iki iki tehnik marketing e,FebiHutama,
6,2022-05-30 22:41:50+00:00,1531405554081738753,"@FebiHutama @VandalCityCorp @DeGodsNFT @NWCcomm @SolanaMoneyBoys @MagicEden @Metaverse_HQ @sp00n1cus “Barangsiapa yang memberi kemudharatan kepada seorang muslim, maka Allah akan memberi kemudharatan kepadanya, barangsiapa yang merepotkan (menyusahkan) seorang muslim maka Allah akan menyusahkan dia.”",que3nofpain,
7,2022-05-30 22:32:38+00:00,1531403236007346177,@cikicut3 @VandalCityCorp @DeGodsNFT @NWCcomm @SolanaMoneyBoys @MagicEden @Metaverse_HQ @sp00n1cus Sistem MM? Padahal pasaran 3 sol🙃,FebiHutama,
8,2022-05-30 22:32:00+00:00,1531403077785616384,@VandalCityCorp @DeGodsNFT @NWCcomm @SolanaMoneyBoys @MagicEden @Metaverse_HQ @sp00n1cus Ama sama degod lo pie 5 sol y? @FebiHutama,que3nofpain,
9,2022-05-30 21:18:44+00:00,1531384639381815296,"@uckurusdizi @MoonNation0 moonnation bu mng token arkadaslar metaverse nft oyun platformu 
pancake 
mexc
hotbit
lbak dan alinabilir",78kOzkan,
10,2022-05-30 20:33:12+00:00,1531373179616346112,"@Omery6666 @MoonNation0 #BuradanAyaKadar 
#MoonNationGame 
$MNG
#Metaverse 
#GameFi 
herkez gelsin",78kOzkan,
11,2022-05-30 19:38:03+00:00,1531359302618734592,"Pemerintah Korea Selatan Siapkan US$177,1 Juta Bangun Metaverse https://t.co/2NtVWWlwIK",Arifai777,
12,2022-05-30 19:26:34+00:00,1531356411179028481,"#UrazKaygılaroğlu
#BuradanAyaKadar 
@MoonNation0 
#GameFi 
$MNG
#Metaverse 
Geliyor https://t.co/hNxnKVIhB7",78kOzkan,
13,2022-05-30 19:22:27+00:00,1531355377505280001,"Metaverser, Dunia Virtual, Mengintegrasikan Binance Pay Ke Metaverse mereka https://t.co/5cHcudZoT9",CaritauInfo,Indonesia
14,2022-05-30 19:10:51+00:00,1531352458642919424,@VandalCityCorp @DeGodsNFT @NWCcomm @SolanaMoneyBoys @MagicEden @Metaverse_HQ @sp00n1cus Untung weel,AdittR1221,
15,2022-05-30 18:58:47+00:00,1531349420947562496,@JanganMaksiatt @TheSandboxGame Anak metaverse banget,buapakloo,Bandar Lampung
16,2022-05-30 18:57:09+00:00,1531349009075429380,"@HUMBLPay - @humblceo - @BLOCKS_DA

Metaverse - P2P/B2B.         FYI
 https://t.co/RU5Xhtn8LJ",Ridgeland555,
17,2022-05-30 18:42:31+00:00,1531345324370907137,@gataungapainn @VandalCityCorp @DeGodsNFT @NWCcomm @SolanaMoneyBoys @MagicEden @Metaverse_HQ @sp00n1cus afakah,DeUs_S0L,"Jawa Tengah, Indonesia"
18,2022-05-30 18:26:16+00:00,1531341236870971392,@VandalCityCorp @DeGodsNFT @NWCcomm @SolanaMoneyBoys @MagicEden @Metaverse_HQ @sp00n1cus postermu gak niat su,gataungapainn,SOLANA
19,2022-05-30 18:16:58+00:00,1531338898156052481,"@misscryptolog @FinanceVolare @ChosenGov @Lucky_Metaverse @dexbrowser @animas_nft Bismillahirrahmanirrahim 🤲
Done ✅
Thank you ❤️

#proof_ik https://t.co/wGXQPlDIy0",mau_bigwin5juta,"Sumatera Utara, Indonesia"
20,2022-05-30 18:05:07+00:00,1531335915758465024,"Gandeng WIR Group, NET TV Merambah Metaverse https://t.co/L4pFfVhWv3 https://t.co/9j21SsRYKd",pebisnismuslim,"Bogor, Jawa Barat"
21,2022-05-30 18:03:14+00:00,1531335439746990082,"Real estat virtual di Metaverse sedang booming, jadilah bagian darinya sekarang! https://t.co/QNPbN8o1XA",CaritauInfo,Indonesia
